,JobName,CompanyName,LocationJob,JobType,Type_of_Experience,Years_of_Experience,Skills
7211,Sales Rep for Industrial Pharma and Cosmetics,CESAM Engineering ,Cairo,Full Time,Experienced,2 - 5 Yrs of Exp,['Manufacturing
7212,Market Place Account Manager,Ahmed El,Mokattam,Full Time,Experienced,4 - 6 Yrs of Exp,['Customer Service
7213,HR & Administration Coordinator,Umdasch Group ,Doha,Full Time,Not specified,Administration,"['Human Resources', 'Operations"
7214,Assistant Technician,Dubai International Airport ,Dubai,Full Time,Not specified,Installation/Maintenance/Repair,['IT
7215,Service Supervisor,GALADARI BROTHERS CO. L.L.C ,Riyadh,Full Time,Not specified,Customer Service/Support,['Operations
7216,Technician | Al Futtaim Automotive | FAMCO,Al Futtaim Group ,Dubai,Full Time,Not specified,Customer Service/Support,['Sales
7217,Auto Painter,XA Group ,Doha,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Creative
7218,Laboratory Technologist,NMC Hospital ,Abu Dhabi,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Manufacturing
7219,Senior HSE Engineer,KBR Inc. ,Abu Dhabi,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
7220,Organizational Change manager,DXC.technology ,Riyadh,Full Time,Not specified,Human Resources,['Operations
7221,Domain Technical Lead,Ombori Grid ,Dubai,Full Time,Not specified,IT/Software Development,['Operations
7222,Data Engineer,Salt Search Ltd ,Dubai,Full Time,Not specified,IT/Software Development,['Analyst
7223,Executive Assistant,STAR SERVICES LLC ,Abu Dhabi,Full Time,Not specified,Administration,['Customer Service
7224,Senior Dentist,Emirates Group Careers ,Dubai,Full Time,Not specified,R&D/Science,['IT
7225,F&B Operations Manager,Reliance HR Consultancy ,Dubai,Full Time,Not specified,Hospitality/Hotels/Food Services,['Sales
7226,Sales Coordinator,STAR SERVICES LLC ,Abu Dhabi,Full Time,Not specified,Administration,['Customer Service
7227,Business Teacher,GEMS Group Holdings Limited ,Dubai,Full Time,Not specified,Business Development,['Analyst
7228,CAFM Engineer,UrbaCon Contracting & Trading Company ,Doha,Full Time,Not specified,Installation/Maintenance/Repair,['Operations
7229,SENIOR PLANT OPERATOR,King Faisal Specialist Hospital & Research Centre ,Riyadh,Full Time,Not specified,Customer Service/Support,['Manufacturing
7230,Primary Teacher,GEMS Group Holdings Limited ,Dubai,Full Time,Not specified,R&D/Science,['Education
7231,Primary Teacher,GEMS Group Holdings Limited ,Dubai,Full Time,Not specified,R&D/Science,['Education
7232,Storekeeper,UrbaCon Contracting & Trading Company ,Doha,Full Time,Not specified,Administration,['Logistics
7233,Visual Merchandiser,Transguard group ,Dubai,Full Time,Not specified,Creative/Design/Art,['Sales
7234,Executive Sous Chef,Towers Rotana ,Dubai,Full Time,Not specified,Hospitality/Hotels/Food Services,['Operations
7235,Document Control Manager,Mace Group ,Riyadh,Full Time,Not specified,Administration,['Engineering - Construction
7236,Clinical Psychologist,Mediclinic International ,Abu Dhabi,Full Time,Not specified,Medical/Healthcare,"['Clinical Psychology', 'Psychology', 'MSF', 'Trauma', 'Medicine', 'Mental Care', 'Medical', 'HealthCare', 'Mental Heath Group']"
7237,Lead Process Engineer,MphExperts ,Doha,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
7238,Process Engineer,MphExperts ,Doha,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
7239,Junior Mechanical Engineer,SNC,Dubai,Full Time,Not specified,Installation/Maintenance/Repair,['Sales
7240,Paralegal,Al Jazeera Media Network ,Doha,Full Time,Not specified,Administration,['Customer Service
7241,Civil Draughtsman,alfanar Group ,Riyadh,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Creative
7242,Assistant Butler Manager,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Dubai,Full Time,Not specified,Administration,['Operations
7243,In,NMC Hospital ,Dubai,Full Time,Not specified,Medical/Healthcare,['Sales
7244,Senior Instrumentation Engineer,MphExperts ,Doha,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
7245,Operations Manager – Luxury Brand,Charterhouse Middle East ,Dubai,Full Time,Not specified,Operations/Management,['Marketing
7246,Electrical Supervisor,UrbaCon Contracting & Trading Company ,Doha,Full Time,Not specified,Creative/Design/Art,['Installation
7247,Hotel Cleanliness Supervisor,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Doha,Full Time,Not specified,Administration,['Hospitality
7248,Government Relations Officer – Saudi National,Salt Search Ltd ,Riyadh,Full Time,Not specified,Administration,"['Legal', 'Marketing"
7249,Specialist Registrar,Dubai Academic Health Corporation ,Dubai,Full Time,Not specified,Administration,['Education
7250,Junior Maintenance Engineer,Boskalis ,Abu Dhabi,Full Time,Not specified,Installation/Maintenance/Repair,['Engineering - Telecom
7251,Procurement Specialist,Beamtrail ,Abu Dhabi,Full Time,Not specified,Administration,['Logistics
7252,Procurement Executive,Caliberly ,Ajman,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Logistics
7253,Learning & Development Officer,Amwaj Rotana ,Dubai,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
7254,PHYSICAL THERAPIST,King Faisal Specialist Hospital & Research Centre ,Jeddah,Full Time,Not specified,Medical/Healthcare,"['Sports and Leisure', 'Education"
7255,Lead Technician,Yanbu Aramco Sinopec Refining Company (YASREF) ,Yanbu,Full Time,Not specified,Installation/Maintenance/Repair,['Engineering - Telecom
7256,Senior Executive,Reliance HR Consultancy ,Dubai,Full Time,Not specified,Marketing/PR/Advertising,['Sales
7257,Operations Manager,Nas Studios ,Dubai,Full Time,Not specified,Administration,['Operations
7258,Travel Consultant,Emirates Group Careers ,Dubai,Full Time,Not specified,Customer Service/Support,['Sales
7259,Executive Secretary,Arjaan by Rotana Dubai Media City ,Dubai,Full Time,Not specified,Administration,['Customer Service
7260,Mechanical Specialist,KBR Inc. ,Riyadh,Full Time,Not specified,R&D/Science,['Sales
7261,Project Controls Planner,Fluor Corporation ,Riyadh,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Project
7262,Senior Process Engineer,MphExperts ,Doha,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
7263,Accountant,STAR SERVICES LLC ,Dubai,Full Time,Not specified,Accounting/Finance,"['Administration', 'Banking', 'Accounting', 'Finance', 'Financial Analysis', 'Financial Management', 'Microsoft Office', 'Commerce', 'Microsoft Excel']"
7264,Machinist,Yanbu Aramco Sinopec Refining Company (YASREF) ,Yanbu,Full Time,Not specified,Creative/Design/Art,['Installation
7265,Consultant Cardiac Surgery,Ash International ,Jeddah,Full Time,Not specified,Customer Service/Support,['Medical
7266,Projects & T,Yanbu Aramco Sinopec Refining Company (YASREF) ,Yanbu,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['IT
7267,Receptionist,Progressive GE ,Dubai,Full Time,Experienced,Administration,['Customer Service
7268,Total Rewards Specialist,Power International Holding ,Doha,Full Time,Experienced,Business Development,"['Human Resources', 'Analyst"
7269,Facilities coordinator,Amazon MENA ,Cairo,Full Time,Not specified,Installation/Maintenance/Repair,['IT
7270,Maintenance Planner,Yanbu Aramco Sinopec Refining Company (YASREF) ,Yanbu,Full Time,Not specified,Installation/Maintenance/Repair,['Logistics
7271,Graduate Engineer,Fulton Hogan Ltd ,Alexandria,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
7272,Kids Club Attendant,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Riyadh,Full Time,Not specified,Sales/Retail,['Education
7273,Senior Automation Engineer,Amazon MENA ,Cairo,Full Time,Not specified,IT/Software Development,"['Quality', 'Engineering - Telecom"
7274,Medical Coder,NMC Hospital ,Abu Dhabi,Full Time,Not specified,Administration,['Medical
7275,Order Taker,The Universal Group ,Cairo,Full Time,Not specified,Administration,['IT
7276,Architectural Senior Design Engineer,Progressive GE ,Riyadh,Full Time,Experienced,Engineering - Construction/Civil/Architecture,['Creative
7277,,Iskaan Tech ,Dubai,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Project
7278,Application Support Lead,IQVIA Holdings Inc. ,Cairo,Full Time,Not specified,Installation/Maintenance/Repair,['IT
7279,QE Licensed Technician,Qatar Airways ,Doha,Full Time,Not specified,Installation/Maintenance/Repair,['Engineering - Telecom
7280,Manager,"National Oilwell Varco, Inc. ",Dubai,Full Time,Not specified,Human Resources,['Operations
7281,Consultant Medical Imaging,Ash International ,Medina,Full Time,Not specified,Marketing/PR/Advertising,['Medical
7282,Consultant Advanced Cardiac Imaging,Ash International ,Riyadh,Full Time,Not specified,Writing/Editorial,['Marketing
7283,Telephone Operator,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Cairo,Full Time,Not specified,Administration,['Customer Service
7284,Principal Cost Analyst,Worley group ,Doha,Full Time,Not specified,Accounting/Finance,"['Human Resources', 'Analyst"
7285,Mechanical Technician,FIELDCORE ,Kuwait City,Full Time,Not specified,Installation/Maintenance/Repair,['IT
7286,Senior Originator,Chevron Corporation ,Cairo,Full Time,Not specified,Creative/Design/Art,['IT
7287,Telesales,Caliberly ,Dubai,Full Time,Not specified,Business Development,['Customer Service
7288,Health Advisor,Almansoori ,Dubai,Full Time,Not specified,IT/Software Development,['Medical
7289,Remote Control Expert,Kentplc ,Abu Dhabi,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Marketing
7290,Consultant General Radiology,Ash International ,Riyadh,Full Time,Not specified,IT/Software Development,['Marketing
7291,HR intern Egypt,PlasticBank ,Cairo,Full Time,Not specified,Administration,"['Human Resources', 'Project"
7292,Medical Representative,Novartis Pharmaceuticals Corporation ,Cairo,Full Time,Not specified,Medical/Healthcare,['Sales
7293,National Graduate Training Program,Emirates Group Careers ,Dubai,Full Time,Not specified,Customer Service/Support,['IT
7294,Deals,PwC Middle East ,Cairo,Full Time,Not specified,Accounting/Finance,"['Accounting', 'Commerce', 'Finance', 'Microsoft Office', 'Transactions', 'CA', 'Financial Analysis', 'Financial Management', 'CFA']"
7295,Manager,Salt Search Ltd ,Kuwait City,Full Time,Not specified,IT/Software Development,['Marketing
7296,HVAC Lead Technician,"IAP Worldwide Services, Inc ",Kuwait City,Full Time,Not specified,Installation/Maintenance/Repair,['Engineering - Telecom
7297,Associate Director,ROSHN ,Riyadh,Full Time,Not specified,Administration,['Marketing
7298,Specialist,First Abu Dhabi Bank ,Abu Dhabi,Full Time,Not specified,Business Development,['Marketing
7299,Housekeeping Supervisor,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Dubai,Full Time,Not specified,Administration,['Sales
7300,Approval Officer,NMC Hospital ,Dubai,Full Time,Not specified,Customer Service/Support,['Medical
7301,Sales Manager,Antal ,Doha,Full Time,Not specified,Customer Service/Support,['Operations
7302,Field Service Engineers,CATS Applicant Tracking System ,Jubail,Full Time,Not specified,Installation/Maintenance/Repair,['Engineering - Telecom
7303,Estimator III,Fluor Corporation ,Riyadh,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Creative
7304,Regional Communications Specialist,United Nations Development Program ,Cairo,Full Time,Not specified,Customer Service/Support,['Marketing
7305,F&B Service Expert,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Cairo,Full Time,Not specified,Hospitality/Hotels/Food Services,['Sales
7306,Business Developer,Caliberly ,Dubai,Full Time,Not specified,Business Development,['Marketing
7307,Guest Experience Intern,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Abu Dhabi,Full Time,Not specified,IT/Software Development,['Marketing
7308,TalentS,BARKER LANGHAM ,Riyadh,Full Time,Not specified,Operations/Management,"['Quality', 'Engineering - Mechanical"
7309,Customer Service Advisor,Farfetch ,Cairo,Full Time,Not specified,Administration,['Customer Service
7310,Spa Therapist,The Universal Group ,Cairo,Full Time,Not specified,Hospitality/Hotels/Food Services,['Medical
7311,Field Supervisor,"National Oilwell Varco, Inc. ",Riyadh,Full Time,Not specified,Medical/Healthcare,['Sales
7312,Restaurant Captain,Kempinski Hotels ,Dubai,Full Time,Not specified,Customer Service/Support,['Hospitality
7313,Piping Engineer,MphExperts ,Doha,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Sales
7314,Bartender,Kempinski Hotels ,Dubai,Full Time,Not specified,Customer Service/Support,['Hospitality
7315,Retail Agent,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Dubai,Full Time,Not specified,Customer Service/Support,['Logistics
7316,Senior Piping Engineer,MphExperts ,Doha,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
7317,Sales Specialist,LVMH ,Dubai,Full Time,Not specified,Business Development,['Customer Service
7318,Team Leader,Rotana Hotel Management Corporation ,Jeddah,Full Time,Not specified,IT/Software Development,['Sales
7319,SENIOR ELECTRICAL ENGINEER,King Faisal Specialist Hospital & Research Centre ,Riyadh,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
7320,SENIOR RESPIRATORY THERAPIST,King Faisal Specialist Hospital & Research Centre ,Riyadh,Full Time,Not specified,Marketing/PR/Advertising,['Medical
7321,Systems Engineer,Qatar Airways ,Doha,Full Time,Not specified,Installation/Maintenance/Repair,['IT
7322,Registered Male Nurse,Reliance HR Consultancy ,Dubai,Full Time,Not specified,Administration,['Installation
7323,PATIENT RELATIONS REPRESENTATIVE II,King Faisal Specialist Hospital & Research Centre ,Riyadh,Full Time,Not specified,Marketing/PR/Advertising,['Sales
7324,Brand Manager – Beauty,Charterhouse Middle East ,Dubai,Full Time,Not specified,Operations/Management,['Marketing
7325,Systems Engr II,Honeywell International Inc ,Riyadh,Full Time,Not specified,Installation/Maintenance/Repair,['IT
7326,Heavy Equipment Technician,People Dynamics ,Doha,Full Time,Not specified,Installation/Maintenance/Repair,['Sales
7327,Washer Man,Rotana Hotel Management Corporation ,Dubai,Full Time,Not specified,Installation/Maintenance/Repair,['Engineering - Mechanical
7328,Project Engineer,GALADARI BROTHERS CO. L.L.C ,Dubai,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Project
7329,Associate.Supply Chain Management.Medshop Drug Store LLC,Aster DM Healthcare ,Dubai,Full Time,Not specified,Medical/Healthcare,"['anesthetist', 'computer skills', 'labtech', 'msf']"
7330,Consultant Orthopaedic Spinal Surgeon,Ash International ,Riyadh,Full Time,Not specified,Medical/Healthcare,['Sales
7331,SUPERVISOR,King Faisal Specialist Hospital & Research Centre ,Riyadh,Full Time,Not specified,Administration,"['Human Resources', 'Operations"
7332,whole school sen teacher,Teachanywhere ,Dubai,Full Time,Not specified,Administration,['Education
7333,Consultant Neurosurgeon,Ash International ,Medina,Full Time,Not specified,Medical/Healthcare,['Sales
7334,F&B Apprentice,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Abu Dhabi,Full Time,Not specified,Hospitality/Hotels/Food Services,['Sales
7335,Technical Unit head JOB,Department of Culture and Tourism ,Dubai,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['IT
7336,TECHNICAL SERVICES ENGINEER II,Emirates Group Careers ,Dubai,Full Time,Not specified,Customer Service/Support,['Installation
7337,Restaurant Supervisor,Kempinski Hotels ,Dubai,Full Time,Not specified,Hospitality/Hotels/Food Services,['Marketing
7338,Security Operations Center,Salt Search Ltd ,Abu Dhabi,Full Time,Not specified,Customer Service/Support,['IT
7339,Fusion Technical Resource,ECS ME ,Dubai,Full Time,Not specified,IT/Software Development,['Project
7340,Systems Engineer 1,Honeywell International Inc ,Riyadh,Full Time,Not specified,Installation/Maintenance/Repair,['IT
7341,Supply Chain Associate,Amec Foster Wheeler ,Riyadh,Full Time,Not specified,Logistics/Supply Chain,['Operations
7342,Humanities Teacher,GEMS Group Holdings Limited ,Dubai,Full Time,Not specified,Human Resources,['Operations
7343,Sr. Manager 3PL Management,Cenomi Group ,Riyadh,Full Time,Not specified,IT/Software Development,['Project
7344,Chief Analyst,Roads and Transport Authority ,Dubai,Full Time,Not specified,Accounting/Finance,['Operations
7345,Safety Superintendent,CATS Applicant Tracking System ,Jizan,Full Time,Not specified,Engineering - Construction/Civil/Architecture,"['Quality', 'Engineering - Mechanical"
7346,Receptionist,GEMS Group Holdings Limited ,Abu Dhabi,Full Time,Not specified,Administration,['Customer Service
7347,Marketing Manager,Antal International ,Cairo,Full Time,Not specified,Marketing/PR/Advertising,['Sales
7348,TECHNICAL PUBLICATION CENTRE COORDINATOR,Emirates Group Careers ,Dubai,Full Time,Not specified,Accounting/Finance,['IT
7349,SENIOR STRATEGIC HEALTH INFORMATION CONSULTANT,King Faisal Specialist Hospital & Research Centre ,Riyadh,Full Time,Not specified,IT/Software Development,['Sales
7350,Registered Nurse,Mediclinic International ,Dubai,Full Time,Not specified,Customer Service/Support,['Medical
7351,Consultant Hepatology & Liver Transplant,Ash International ,Riyadh,Full Time,Not specified,IT/Software Development,['Medical
7352,Spa Receptionist,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Riyadh,Full Time,Not specified,Hospitality/Hotels/Food Services,"['salon', 'spa', 'hospitality', 'marriott', 'employer']"
7353,Order Taker,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Riyadh,Full Time,Not specified,Administration,['IT
7354,Package Engineering Lead,MphExperts ,Doha,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
7355,CAD Engineer,Boskalis ,Abu Dhabi,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Creative
7356,L&D Specialist,Agile Consultants ,Dubai,Full Time,Not specified,Accounting/Finance,['IT
7357,AVP,First Gulf Bank PJSC ,Abu Dhabi,Full Time,Not specified,Accounting/Finance,['IT
7358,Consultant Anaesthesia,Ash International ,Riyadh,Full Time,Not specified,Medical/Healthcare,['Sales
7359,Internal Comms Manager,Giza Arabia Systems ,Cairo,Full Time,Not specified,Accounting/Finance,['Operations
7360,Consultant Clinical Genetics and Metabolic Disorder,Ash International ,Doha,Full Time,Not specified,R&D/Science,['Medical
7361,Registered Nurse,Mediclinic International ,Abu Dhabi,Full Time,Not specified,Customer Service/Support,['Medical
7362,Food and Beverage Opportunities,Kerzner International Management ,Dubai,Full Time,Not specified,Hospitality/Hotels/Food Services,['Operations
7363,Senior Account Manager,Bespin Global ,Abu Dhabi,Full Time,Not specified,Customer Service/Support,['Marketing
7364,HR Employee Data Analyst,Unilever Schweiz GmbH ,Cairo,Full Time,Not specified,Administration,"['Human Resources', 'Analyst"
7365,GBS Talent and People Services Senior Specialist,General Motors Co. ,Cairo,Full Time,Not specified,Human Resources,['IT
7366,Numuw,Sia Partners ,Riyadh,Full Time,Not specified,IT/Software Development,['Sales
7367,Linux embedded engineer,Luxoft ,Cairo,Full Time,Not specified,Installation/Maintenance/Repair,['IT
7368,Learning Associate,Souq.com for E,Cairo,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
7369,Director of English,GEMS Group Holdings Limited ,Abu Dhabi,Full Time,Not specified,Administration,['Operations
7370,Talent Acquisition Specialist,UrbaCon Contracting & Trading Company ,Doha,Full Time,Not specified,Business Development,"['Human Resources', 'Sales"
7371,ASSOCIATE CONSULTANT,King Faisal Specialist Hospital & Research Centre ,Riyadh,Full Time,Not specified,Medical/Healthcare,"['medical', 'healthcare', 'mbbs', 'medicine']"
7372,D365 FO SCM Functional,DXC.technology ,Dubai,Full Time,Not specified,Accounting/Finance,['IT
7373,Consultant Diagnostic Neuroradiology,Ash International ,Medina,Full Time,Not specified,Installation/Maintenance/Repair,['IT
7374,Doctor,Kerzner International Management ,Dubai,Full Time,Not specified,Hospitality/Hotels/Food Services,['Installation
7375,Instrumentation Designer,MphExperts ,Doha,Full Time,Not specified,IT/Software Development,['Marketing
7376,Consultant Radiology,Ash International ,Kuwait City,Full Time,Not specified,IT/Software Development,['Medical
7377,Crisis Response Specialist,United Nations Development Program ,Cairo,Full Time,Not specified,Marketing/PR/Advertising,['Sales
7378,Junior Sous Chef,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Doha,Full Time,Not specified,Hospitality/Hotels/Food Services,['Tourism
7379,Healthcare Administrator,Mediclinic International ,Abu Dhabi,Full Time,Not specified,Administration,['Medical
7380,MIS Executive | Al Futtaim Automotive | FAMCO,Al Futtaim Group ,Dubai,Full Time,Not specified,Marketing/PR/Advertising,['Sales
7381,RESPIRATORY CARE ASSISTANT,King Faisal Specialist Hospital & Research Centre ,Riyadh,Full Time,Not specified,Customer Service/Support,['Medical
7382,MATH HOD,Apple School ,Dubai,Full Time,Not specified,Accounting/Finance,['Customer Service
7383,Sous Chef,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Doha,Full Time,Not specified,Hospitality/Hotels/Food Services,['Tourism
7384,Lead Piping Engineer,MphExperts ,Doha,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
7385,Food & Beverage Admin Coordinator,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Doha,Full Time,Not specified,Hospitality/Hotels/Food Services,['Operations
7386,Manager,First Abu Dhabi Bank ,Abu Dhabi,Full Time,Not specified,Customer Service/Support,['Logistics
7387,Commis 1,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Cairo,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Hospitality
7388,Consultant PICU,Ash International ,Medina,Full Time,Not specified,Medical/Healthcare,"['medical', 'dermatology', 'doctor', 'medicine', 'surgery', 'cardiology', 'endocrinology', 'internal medicine']"
7389,National_Electrical Engineer,Majed el Futtiam ,Cairo,Full Time,Not specified,Installation/Maintenance/Repair,['Sales
7390,Housekeeping Coordinator,Hyatt Centric Jumeirah Dubai ,Dubai,Full Time,Not specified,Administration,['Hospitality
7391,Host,The Universal Group ,Cairo,Full Time,Not specified,Administration,['Customer Service
7392,Internship,PricewaterhouseCoopers ,Cairo,Full Time,Not specified,IT/Software Development,['Marketing
7393,Senior Process Designer,MphExperts ,Doha,Full Time,Not specified,Creative/Design/Art,['IT
7394,Consultant Intensive Care,Ash International ,Riyadh,Full Time,Not specified,Medical/Healthcare,['Sales
7395,Business Development Manager,CATS Applicant Tracking System ,Riyadh,Full Time,Not specified,Business Development,['Marketing
7396,Front Office Consultant,Luxoft ,Cairo,Full Time,Not specified,Administration,['Customer Service
7397,Senior General Accountant,IQVIA Holdings Inc. ,Cairo,Full Time,Not specified,Accounting/Finance,"['Banking', 'Logistics"
7398,Regional Monitoring Specialist – Evidence for Programming,United Nations Development Program ,Cairo,Full Time,Not specified,Marketing/PR/Advertising,['Sales
7399,Consultant Radiology with interest in Women''s Imaging,Ash International ,Medina,Full Time,Not specified,Marketing/PR/Advertising,['Sales
7400,Demi Chef de Partie,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Abu Dhabi,Full Time,Not specified,Hospitality/Hotels/Food Services,['Operations
7401,VP,First Gulf Bank PJSC ,Dubai,Full Time,Not specified,Accounting/Finance,"['Banking', 'Engineering - Telecom"
7402,Process Delivery Specialist,IBM WTC Egypt ,Cairo,Full Time,Not specified,Logistics/Supply Chain,['Sales
7403,Materials Manager,Rotana Hotel Management Corporation ,Jeddah,Full Time,Not specified,Logistics/Supply Chain,['Operations
7404,Admissions Secretary,GEMS Group Holdings Limited ,Dubai,Full Time,Not specified,Administration,['Customer Service
7405,Piping Designers,MphExperts ,Doha,Full Time,Not specified,Creative/Design/Art,['Installation
7406,SENIOR CSSD TECHNICIAN,Emirates Group Careers ,Dubai,Full Time,Not specified,Installation/Maintenance/Repair,['Engineering - Telecom
7407,National Graduate Training Program,Emirates Group Careers ,Dubai,Full Time,Not specified,Customer Service/Support,['IT
7408,Consultant Radiology with interest in MSK Radiology,Ash International ,Medina,Full Time,Not specified,IT/Software Development,['Medical
7409,Customer Service Advisor,Farfetch ,Cairo,Full Time,Not specified,Administration,['Customer Service
7410,Mechanic,Japanese Tobacco International ,Cairo,Full Time,Not specified,Installation/Maintenance/Repair,['Sales
7411,COLD FOOD PREPARER,King Faisal Specialist Hospital & Research Centre ,Riyadh,Full Time,Not specified,Customer Service/Support,['Hospitality
7412,Technician | Al Futtaim Automotive | FAMCO,Al Futtaim Group ,Dubai,Full Time,Not specified,Customer Service/Support,['Sales
7413,Process Designer,MphExperts ,Dubai,Full Time,Not specified,Creative/Design/Art,['IT
7414,Senior Occupational Therapist 2,Dubai Academic Health Corporation ,Dubai,Full Time,Not specified,Customer Service/Support,['Operations
7415,TECHNICAL PUBLICATION CENTRE MANAGER,Emirates Group Careers ,Dubai,Full Time,Not specified,IT/Software Development,['Sales
7416,Attendant,"Marriott International, Inc & Ritz Carlton Hotel Company L.L.C. ",Riyadh,Full Time,Not specified,Administration,['Hospitality
7417,Design Technology and Science Technician,PriorySouthsea ,Abu Dhabi,Full Time,Not specified,Installation/Maintenance/Repair,['IT
7418,Manager,First Abu Dhabi Bank ,Abu Dhabi,Full Time,Not specified,Human Resources,['Logistics
7419,Offshore E&I Supervisor,MphExperts ,Doha,Full Time,Not specified,Operations/Management,"['Quality', 'Engineering - Mechanical"
7420,Systems Engr II,Honeywell International Inc ,Riyadh,Full Time,Not specified,Installation/Maintenance/Repair,['IT
7421,Senior Corporate Medical Director,Mediclinic International ,Dubai,Full Time,Not specified,Accounting/Finance,['Marketing
7422,Process Analyst,ECS ME ,Dubai,Full Time,Not specified,Business Development,['IT
7423,Process Engineer,MphExperts ,Dubai,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
7424,Junior Pharmacist,NMC Hospital ,Abu Dhabi,Full Time,Not specified,R&D/Science,['Analyst
7425,School Doctor,Apple School ,Dubai,Full Time,Not specified,Operations/Management,['Medical
7426,Graphic designer,Al Nahiya Group ,Abu Dhabi,Full Time,Not specified,Creative/Design/Art,['Marketing
7427,HOSPITAL ASSISTANT II,King Faisal Specialist Hospital & Research Centre ,Medina,Full Time,Not specified,IT/Software Development,['Medical
7428,Senior Sales Executive_kraft bag division,Reliance HR Consultancy ,Sharjah,Full Time,Not specified,Human Resources,['Marketing
7429,Teacher,PriorySouthsea ,Abu Dhabi,Full Time,Not specified,Education/Teaching,['Training
7430,Data and Analytics Specialist,Madison Pearl ,Dubai,Full Time,Not specified,Administration,['IT
7431,TalentS,BARKER LANGHAM ,Riyadh,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Operations
7432,Branch Manager,Agile Consultants ,Dubai,Full Time,Not specified,Customer Service/Support,['Operations
7433,Sales Specialist,CATS Applicant Tracking System ,Riyadh,Full Time,Not specified,Business Development,['Customer Service
7434,SENIOR AVIATION BROKER,Air Charter Service Canada ,Riyadh,Full Time,Not specified,Accounting/Finance,['IT
7435,Senior Process Safety Engineer,CATS Applicant Tracking System ,Jizan,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
7436,Call Center Admin,UrbaCon Contracting & Trading Company ,Doha,Full Time,Not specified,Customer Service/Support,['Operations
7437,District Manager,Alshaya Group ,Doha,Full Time,Not specified,Medical/Healthcare,['Sales
7438,AFCAP V UAE: Escort,KBR Inc. ,Dubai,Full Time,Not specified,Administration,['Customer Service
7439,Consultant Pulmonology,Ash International ,Riyadh,Full Time,Not specified,Medical/Healthcare,['Sales
7440,Filipino Housekeeper,"GreatAuPair, LLC ",Riyadh,Full Time,Not specified,Administration,['Customer Service
7441,National Graduate Training Program,Emirates Group Careers ,Dubai,Full Time,Not specified,Customer Service/Support,['IT
7442,Services Supply Chain Project Expert • Logistics,Schneiderelectricrepair ,Cairo,Full Time,Not specified,Logistics/Supply Chain,['Operations
7443,SQE Team Leader,General Motors Co. ,Cairo,Full Time,Not specified,IT/Software Development,['Sales
7444,Sous Chef,Kerzner International Management ,Dubai,Full Time,Not specified,Hospitality/Hotels/Food Services,['Tourism
7445,Waiter,Alshaya Group ,Kuwait City,Full Time,Not specified,Administration,['Customer Service
7446,Electrician,NMC Hospital ,Dubai,Full Time,Not specified,Administration,['Installation
